X,Y,Z
 0.006423518061637878,  -0.013907909393310547,  -0.008650779724121094 
 0.009824395179748535,  0.002398371696472168,  -0.0018205642700195312 
 0.0027608722448349,  -0.017705976963043213,  -0.0041790008544921875 
 0.02093689888715744,  -0.01030731201171875,  -0.007900238037109375 
 0.021655544638633728,  0.02543199062347412,  0.015089988708496094 
 0.01978655904531479,  -0.040696918964385986,  -0.025730133056640625 
 -0.003140553832054138,  0.008648574352264404,  0.0073070526123046875 
 0.02164335548877716,  -0.009361326694488525,  -0.0041332244873046875 
 0.015883028507232666,  0.0068572163581848145,  0.005616188049316406 
 0.017926126718521118,  0.005402982234954834,  -0.003943443298339844 
 0.018863245844841003,  -0.00737076997756958,  0.0006856918334960938 
 0.01793096959590912,  0.0016307234764099121,  -0.004055023193359375 
 0.012230023741722107,  -0.007268786430358887,  -0.005759239196777344 
 0.021988093852996826,  -0.00791710615158081,  -0.0019483566284179688 
 0.013714402914047241,  0.027822375297546387,  0.0009775161743164062 
 0.023693189024925232,  -0.02430778741836548,  -0.018054962158203125 
 0.010988324880599976,  0.00021511316299438477,  0.0029630661010742188 
 0.018705055117607117,  -0.0076988935470581055,  -0.0003719329833984375 
 0.013978049159049988,  0.0014892816543579102,  -0.009186744689941406 
 0.017453089356422424,  0.008964598178863525,  0.01251220703125 
 0.01485702395439148,  0.007352054119110107,  -0.011811256408691406 
 0.01610313355922699,  0.012762010097503662,  0.010815620422363281 
 0.014540478587150574,  -0.003804147243499756,  -0.015649795532226562 
 0.024108722805976868,  0.012014269828796387,  0.018117904663085938 
 0.019388332962989807,  -0.04698467254638672,  -0.024606704711914062 
 -0.004884675145149231,  0.005503952503204346,  0.013083457946777344 
 0.03561113774776459,  0.031085193157196045,  0.011988639831542969 
 0.0259200781583786,  -0.02036738395690918,  0.011746406555175781 
 0.004032894968986511,  0.019561052322387695,  -0.010266304016113281 
 0.031729117035865784,  -0.02242940664291382,  0.0076465606689453125 
 0.006123378872871399,  0.018370628356933594,  -0.00054168701171875 
 0.016594812273979187,  -0.02513563632965088,  -0.0029382705688476562 
 -0.003767654299736023,  0.0534633994102478,  0.013063430786132812 
 0.021167680621147156,  -0.02298867702484131,  -0.007864952087402344 
 0.028059229254722595,  0.007024228572845459,  0.011605262756347656 
 0.018347308039665222,  -0.007330060005187988,  -0.009812355041503906 
 0.022830039262771606,  -0.004553616046905518,  0.00406646728515625 
 0.0036239922046661377,  0.022193849086761475,  0.005603790283203125 
 0.023737117648124695,  -0.021689295768737793,  -0.005351066589355469 
 0.012287691235542297,  0.01202160120010376,  0.011323928833007812 
 0.01924610137939453,  -0.022200286388397217,  -0.0049610137939453125 
 0.018631264567375183,  0.0064370036125183105,  0.006449699401855469 
 0.014817744493484497,  -0.003811359405517578,  -0.006157875061035156 
 0.017428547143936157,  -0.002488553524017334,  0.0034074783325195312 
 0.017173007130622864,  0.006202280521392822,  0.0018672943115234375 
 0.018946394324302673,  -0.002638101577758789,  -0.00739288330078125 
